id_client;age;sexe;formule;date_demande;usage_vehicule;age_vehicule;type_vehicule;points_perdus;type_conduite;présence d'enfants;intrevalles _revenus;intevalles_devis;conduite _accompagne
127727141;73;F;dev_integral;24/02/2022;Commercial;15;Panel Truck;5;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727148;58;F;dev_express;01/04/2022;Commercial;1;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727155;83;F;dev_express;12/02/2022;Commercial;13;Pickup;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727162;59;F;dev_integral;19/04/2022;Private;12;Van;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127727169;79;M;dev_premium;06/02/2022;Commercial;6;z_SUV;2;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127727176;60;F;dev_integral;07/01/2022;Private;9;Sports Car;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727183;30;F;dev_premium;19/03/2022;Commercial;1;Pickup;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727190;73;F;dev_integral;10/03/2022;Private;1;Pickup;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727197;50;F;dev_integral;08/05/2022;Commercial;19;Pickup;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727204;88;F;dev_express;09/03/2022;Commercial;7;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127727211;73;M;dev_express;20/04/2022;Private;15;z_SUV;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727218;81;F;dev_integral;05/04/2022;Commercial;1;Pickup;3;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127727225;49;M;dev_integral;20/05/2022;Private;9;z_SUV;4;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127727232;65;M;dev_integral;03/03/2022;Private;6;z_SUV;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727239;70;F;dev_express;12/03/2022;Private;1;z_SUV;2;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127727246;83;F;dev_express;06/01/2022;Private;12;Sports Car;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127727253;28;M;dev_express;17/01/2022;Commercial;4;Pickup;7;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727260;92;F;dev_integral;04/03/2022;Private;8;z_SUV;1;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127727267;53;F;dev_premium;28/02/2022;Private;20;z_SUV;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127727274;39;M;dev_express;22/03/2022;Commercial;4;Van;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727281;25;F;dev_express;09/05/2022;Commercial;10;Minivan;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727288;36;F;dev_integral;11/03/2022;Commercial;10;Pickup;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727295;52;F;dev_integral;19/02/2022;Commercial;1;Van;5;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727302;37;F;dev_premium;28/04/2022;Private;8;Sports Car;2;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127727309;28;M;dev_integral;01/03/2022;Private;1;Pickup;0;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127727316;37;M;dev_integral;17/01/2022;Private;1;Minivan;1;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127727323;48;M;dev_express;14/04/2022;Private;5;Sports Car;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727330;34;M;dev_express;17/02/2022;Commercial;12;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727337;59;F;dev_integral;19/04/2022;Private;11;Minivan;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727344;75;M;dev_integral;18/05/2022;Commercial;5;Pickup;0;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Oui
127727351;87;M;dev_express;13/03/2022;Commercial;12;Pickup;1;z_Highly Rural/ Rural;Non;50k-100k;0€-300€;Non
127727358;2;F;dev_express;11/05/2022;Commercial;12;Van;0;Highly Urban/ Urban;Oui;200k+;0€-300€;Oui
127727365;12;F;dev_premium;11/01/2022;Commercial;12;Panel Truck;1;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727372;20;F;dev_integral;09/05/2022;Private;6;z_SUV;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727379;57;F;dev_integral;04/01/2022;Commercial;1;Minivan;6;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127727386;55;F;dev_express;30/05/2022;Private;6;z_SUV;7;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727393;28;M;dev_express;06/03/2022;Private;9;Minivan;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727400;23;M;dev_premium;19/01/2022;Private;4;z_SUV;7;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127727407;6;F;dev_integral;20/04/2022;Private;9;Pickup;2;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127727414;57;M;dev_express;24/05/2022;Private;1;z_SUV;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727421;22;F;dev_express;26/03/2022;Private;1;z_SUV;8;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727428;77;F;dev_integral;23/03/2022;Private;8;z_SUV;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727435;29;M;dev_integral;12/04/2022;Commercial;18;Panel Truck;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127727442;30;M;dev_integral;15/04/2022;Private;11;Minivan;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127727449;69;F;dev_express;20/04/2022;Commercial;6;Pickup;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727456;71;F;dev_integral;02/05/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727463;68;F;dev_express;21/05/2022;Private;1;Van;6;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727470;25;F;dev_express;01/03/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127727477;53;F;dev_premium;10/05/2022;Private;7;Minivan;3;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127727484;72;F;dev_integral;06/03/2022;Private;10;Sports Car;1;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127727491;4;F;dev_integral;26/05/2022;Private;1;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127727498;22;F;dev_integral;25/04/2022;Private;1;Sports Car;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127727505;61;M;dev_premium;29/05/2022;Commercial;1;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727512;9;M;dev_express;03/02/2022;Private;10;Sports Car;5;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727519;29;M;dev_express;16/05/2022;Commercial;8;Minivan;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727526;59;F;dev_express;15/05/2022;Private;10;z_SUV;1;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127727533;74;M;dev_express;28/05/2022;Private;6;z_SUV;2;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127727540;76;F;dev_integral;27/03/2022;Commercial;11;Pickup;2;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127727547;50;M;dev_integral;03/02/2022;Private;1;z_SUV;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727554;9;F;dev_premium;06/05/2022;Commercial;8;Panel Truck;4;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127727561;21;F;dev_premium;12/05/2022;Private;8;Minivan;3;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727568;72;F;dev_integral;15/01/2022;Commercial;13;Van;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727575;14;M;dev_integral;24/01/2022;Commercial;1;Pickup;1;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127727582;49;M;dev_integral;17/03/2022;Private;19;Pickup;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127727589;92;M;dev_integral;29/03/2022;Private;9;z_SUV;1;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727596;20;M;dev_express;10/05/2022;Private;9;Pickup;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727603;61;F;dev_express;14/03/2022;Private;15;Minivan;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127727610;75;F;dev_premium;31/05/2022;Private;10;Pickup;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727617;7;F;dev_integral;10/05/2022;Private;7;z_SUV;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127727624;59;F;dev_express;14/05/2022;Commercial;1;Pickup;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727631;86;F;dev_express;07/05/2022;Commercial;12;Van;2;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127727638;54;F;dev_integral;17/05/2022;Private;1;Pickup;1;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127727645;53;M;dev_integral;17/03/2022;Commercial;8;Minivan;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727652;45;F;dev_premium;15/03/2022;Commercial;10;Van;3;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127727659;53;F;dev_express;30/03/2022;Private;13;Minivan;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127727666;59;F;dev_express;21/01/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727673;63;M;dev_express;18/01/2022;Commercial;1;z_SUV;2;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727680;19;F;dev_integral;19/04/2022;Commercial;17;Minivan;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727687;58;M;dev_premium;18/05/2022;Commercial;7;Pickup;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727694;57;M;dev_express;04/04/2022;Private;21;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727701;56;M;dev_integral;25/03/2022;Private;8;Minivan;0;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Non
127727708;62;F;dev_integral;23/03/2022;Commercial;1;Minivan;7;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127727715;34;F;dev_express;25/03/2022;Commercial;11;Panel Truck;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127727722;30;M;dev_integral;23/02/2022;Private;22;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727729;83;F;dev_premium;08/04/2022;Commercial;10;z_SUV;4;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127727736;70;M;dev_integral;25/02/2022;Private;10;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727743;68;F;dev_integral;07/02/2022;Private;8;z_SUV;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727750;5;M;dev_integral;01/04/2022;Commercial;4;Minivan;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127727757;17;M;dev_express;25/05/2022;Private;4;Minivan;3;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127727764;81;F;dev_express;21/04/2022;Private;7;z_SUV;5;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727771;60;F;dev_premium;31/05/2022;Private;1;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727778;33;M;dev_express;19/02/2022;Commercial;1;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727785;61;F;dev_integral;23/05/2022;Private;6;z_SUV;9;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127727792;85;M;dev_integral;24/02/2022;Commercial;4;Pickup;0;z_Highly Rural/ Rural;Oui;50k-100k;300€-600€;Non
127727799;83;M;dev_express;28/05/2022;Private;4;Sports Car;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127727806;78;F;dev_express;18/05/2022;Private;9;Minivan;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727813;55;M;dev_express;12/03/2022;Commercial;1;Panel Truck;4;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727820;53;M;dev_express;06/03/2022;Commercial;8;Pickup;2;z_Highly Rural/ Rural;Oui;50k-100k;0€-300€;Oui
127727827;90;M;dev_express;04/03/2022;Commercial;1;Pickup;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727834;72;M;dev_premium;10/05/2022;Commercial;13;Pickup;2;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127727841;47;M;dev_express;08/04/2022;Private;9;Pickup;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127727848;59;F;dev_express;20/01/2022;Commercial;1;z_SUV;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727855;66;F;dev_express;06/01/2022;Private;1;Minivan;2;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127727862;37;F;dev_integral;07/01/2022;Private;8;Sports Car;2;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127727869;50;F;dev_express;04/05/2022;Private;1;Pickup;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727876;6;M;dev_integral;05/05/2022;Private;15;Pickup;2;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127727883;4;F;dev_express;14/03/2022;Private;18;Sports Car;7;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127727890;89;M;dev_express;13/02/2022;Private;12;Minivan;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727897;86;M;dev_integral;27/03/2022;Private;17;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127727904;56;F;dev_integral;02/02/2022;Private;1;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727911;83;F;dev_integral;22/05/2022;Commercial;14;Panel Truck;0;z_Highly Rural/ Rural;Oui;50k-100k;300€-600€;Oui
127727918;59;M;dev_integral;03/02/2022;Private;9;Sports Car;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727925;28;M;dev_express;17/04/2022;Private;7;z_SUV;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127727932;68;F;dev_integral;30/01/2022;Private;9;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127727939;73;M;dev_integral;04/01/2022;Private;12;z_SUV;3;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127727946;29;F;dev_premium;20/02/2022;Private;11;Pickup;2;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127727953;37;M;dev_integral;22/03/2022;Private;18;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127727960;72;M;dev_integral;14/04/2022;Private;20;Sports Car;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727967;86;M;dev_integral;28/03/2022;Commercial;9;z_SUV;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727974;45;M;dev_integral;15/01/2022;Commercial;5;z_SUV;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127727981;92;M;dev_express;30/03/2022;Commercial;7;Pickup;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127727988;16;M;dev_express;03/04/2022;Private;1;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127727995;4;M;dev_integral;11/04/2022;Private;1;Minivan;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127728002;66;F;dev_integral;18/05/2022;Commercial;1;Panel Truck;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728009;89;M;dev_integral;02/04/2022;Private;1;Pickup;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728016;2;M;dev_express;09/03/2022;Private;19;Minivan;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728023;18;M;dev_integral;13/04/2022;Private;10;Sports Car;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728030;35;M;dev_integral;14/03/2022;Commercial;18;Van;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728037;52;M;dev_express;12/05/2022;Private;10;Minivan;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127728044;24;F;dev_integral;01/01/2022;Private;1;Van;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127728051;25;M;dev_express;25/05/2022;Private;16;z_SUV;4;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127728058;56;F;dev_express;16/05/2022;Private;9;z_SUV;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728065;14;M;dev_integral;27/02/2022;Private;7;Pickup;1;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127728072;85;F;dev_integral;09/03/2022;Private;15;Pickup;0;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127728079;31;M;dev_express;31/05/2022;Private;13;z_SUV;4;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728086;62;F;dev_premium;02/03/2022;Private;14;Minivan;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127728093;21;F;dev_premium;24/04/2022;Commercial;24;Panel Truck;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127728100;67;F;dev_express;21/01/2022;Commercial;10;Pickup;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728107;73;F;dev_express;07/03/2022;Private;13;z_SUV;4;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728114;8;F;dev_express;31/05/2022;Private;17;Pickup;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127728121;85;M;dev_integral;13/05/2022;Commercial;8;Van;4;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127728128;64;F;dev_integral;23/05/2022;Private;15;Pickup;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728135;17;M;dev_express;11/05/2022;Commercial;10;Minivan;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728142;57;M;dev_integral;05/04/2022;Private;1;Minivan;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728149;46;M;dev_integral;27/05/2022;Private;1;z_SUV;8;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728156;55;M;dev_premium;20/04/2022;Private;1;Minivan;2;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127728163;50;M;dev_express;25/01/2022;Commercial;10;Panel Truck;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127728170;55;M;dev_express;08/04/2022;Private;13;Minivan;1;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127728177;89;M;dev_integral;18/02/2022;Private;7;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127728184;38;F;dev_integral;12/01/2022;Commercial;7;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728191;88;M;dev_integral;10/01/2022;Private;1;Sports Car;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728198;92;M;dev_premium;10/05/2022;Private;5;z_SUV;1;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127728205;87;M;dev_premium;23/03/2022;Private;10;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127728212;62;M;dev_integral;19/02/2022;Private;3;z_SUV;5;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728219;37;M;dev_express;27/04/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Oui
127728226;79;F;dev_express;23/04/2022;Private;1;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728233;50;F;dev_integral;21/05/2022;Commercial;10;Panel Truck;5;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127728240;6;M;dev_express;06/01/2022;Private;10;Van;6;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127728247;4;M;dev_integral;08/04/2022;Private;14;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127728254;82;F;dev_integral;25/04/2022;Private;6;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728261;85;M;dev_express;09/01/2022;Private;19;Sports Car;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728268;42;M;dev_integral;05/02/2022;Private;6;Minivan;2;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127728275;89;M;dev_integral;01/03/2022;Private;14;Minivan;2;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127728282;64;M;dev_premium;14/02/2022;Private;20;Sports Car;2;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127728289;30;F;dev_integral;13/02/2022;Commercial;7;Pickup;7;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127728296;57;M;dev_premium;11/03/2022;Commercial;1;Pickup;2;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127728303;59;M;dev_express;12/01/2022;Commercial;13;z_SUV;1;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127728310;61;F;dev_integral;10/03/2022;Private;13;Minivan;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127728317;65;M;dev_express;10/05/2022;Commercial;6;Panel Truck;0;Highly Urban/ Urban;Non;200k+;0€-300€;Non
127728324;11;F;dev_premium;11/01/2022;Commercial;1;z_SUV;3;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728331;32;M;dev_premium;05/05/2022;Private;7;Sports Car;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127728338;58;F;dev_integral;21/02/2022;Private;15;Minivan;1;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127728345;53;M;dev_premium;07/04/2022;Commercial;13;Van;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728352;70;M;dev_integral;07/02/2022;Commercial;7;Minivan;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728359;5;F;dev_express;28/05/2022;Commercial;7;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127728366;65;M;dev_integral;03/03/2022;Private;7;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728373;24;M;dev_integral;07/02/2022;Private;16;Minivan;0;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Non
127728380;37;F;dev_premium;07/01/2022;Private;15;z_SUV;0;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127728387;7;M;dev_premium;26/02/2022;Commercial;7;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728394;16;M;dev_integral;07/04/2022;Private;18;Van;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127728401;72;F;dev_express;22/03/2022;Private;21;Sports Car;4;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127728408;14;F;dev_integral;12/01/2022;Private;13;z_SUV;1;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127728415;55;M;dev_integral;10/03/2022;Private;11;Sports Car;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127728422;6;F;dev_integral;11/02/2022;Commercial;11;Sports Car;2;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728429;30;F;dev_express;17/04/2022;Private;11;Minivan;2;z_Highly Rural/ Rural;Non;50k-100k;0€-300€;Non
127728436;70;M;dev_integral;20/05/2022;Private;5;Minivan;3;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127728443;19;F;dev_express;08/01/2022;Commercial;17;Panel Truck;0;z_Highly Rural/ Rural;Non;150k-200k;0€-300€;Non
127728450;19;M;dev_express;14/03/2022;Private;14;Sports Car;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728457;21;M;dev_integral;23/05/2022;Private;10;Pickup;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127728464;20;M;dev_integral;09/04/2022;Commercial;11;Sports Car;1;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728471;18;M;dev_integral;28/04/2022;Private;18;Van;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728478;16;M;dev_premium;17/02/2022;Private;1;Pickup;3;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127728485;64;F;dev_express;16/04/2022;Private;11;Minivan;2;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127728492;12;M;dev_express;14/04/2022;Private;13;Minivan;0;Highly Urban/ Urban;Non;200k+;0€-300€;Non
127728499;38;M;dev_premium;26/04/2022;Commercial;9;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728506;46;M;dev_integral;24/04/2022;Private;1;Sports Car;4;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127728513;19;M;dev_integral;03/03/2022;Private;8;Pickup;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728520;4;M;dev_integral;18/03/2022;Private;15;Minivan;1;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127728527;93;F;dev_integral;28/04/2022;Private;8;Sports Car;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127728534;17;F;dev_express;22/03/2022;Commercial;7;Van;1;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127728541;21;F;dev_integral;08/02/2022;Commercial;10;Pickup;4;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127728548;27;F;dev_integral;08/02/2022;Commercial;10;Panel Truck;0;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127728555;67;F;dev_integral;07/02/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127728562;73;F;dev_express;22/03/2022;Commercial;1;Pickup;2;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Non
127728569;84;F;dev_premium;13/04/2022;Commercial;1;Pickup;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728576;68;M;dev_premium;16/02/2022;Private;1;Sports Car;4;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127728583;16;F;dev_integral;01/03/2022;Private;7;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127728590;31;F;dev_integral;17/01/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127728597;57;M;dev_integral;21/05/2022;Private;7;Minivan;2;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127728604;48;F;dev_premium;17/04/2022;Private;17;Minivan;6;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127728611;19;F;dev_integral;13/02/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127728618;73;M;dev_express;08/03/2022;Private;25;Minivan;0;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127728625;58;M;dev_integral;01/05/2022;Commercial;9;Minivan;1;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127728632;28;M;dev_integral;10/02/2022;Commercial;16;Pickup;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127728639;30;F;dev_integral;17/03/2022;Private;16;Sports Car;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127728646;64;M;dev_premium;10/02/2022;Commercial;8;z_SUV;1;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127728653;59;F;dev_integral;16/01/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
